frame,time_sec,student_id,avg_pitch,ratio_head_down,ratio_lean_forward,ratio_writing_like,pitch_delta_mean,pitch_delta_std,label_engaged
666.4479524917584,18.22809974088555,413.09394017205216,3.88216286476416e-08,0.0,0.0,7.067076240606599e-08,2.7586967413580774e-08,0.0,1.0
580.0,19.3,292.0,0.0,0.0,0.3466666666666667,0.3466666666666667,0.0,0.0,0.0
100.0,3.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,
314.51124787131533,11.267035422917862,0.885069744127831,40.721149249203435,1.042554700516448,0.9479665743237627,0.9719856830633347,0.047460795175225376,0.15215432110140661,1.0
185.37617762437134,6.542449483244637,10.616130844858413,0.0,0.0,0.2789996304416273,0.26375841944396583,6.102831211853142e-09,5.9527700641477684e-08,0.0
920.0,30.63,333.0,0.0,0.0,0.0,0.0,0.0,0.0,
360.0,11.97,1.0,41.6072162173023,1.0,1.0,1.0,0.1372856660038298,0.2518517072035717,1.0
450.0,14.97,307.0,0.0,0.0,0.0,0.0,0.0,0.0,
430.0,14.3,10.0,0.0,0.0,0.7466666666666667,0.7466666666666667,0.0,0.0,0.0
789.447163912394,27.652968965728014,3.783634563653868,7.263707695148617e-08,5.7735572760258813e-08,1.0178190379824743,0.9381327604409659,4.272236915451344e-08,0.0,1.0
810.0,26.97,470.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
830.0,27.63,10.0,0.0,0.0,0.48,0.48,0.0,0.0,0.0
850.0,28.3,342.0,0.0,0.0,0.24,0.0,0.0,0.0,
507.72779843345717,17.087457858963532,155.13638821713943,32.33942264424538,1.01856518218271,5.8525838111408045e-08,1.0270132703931656,0.06915171055649684,0.22832428423530246,1.0
70.0,2.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,
790.0,26.3,189.0,0.0,0.0,0.0,0.0,0.0,0.0,
330.0,10.97,4.0,0.0,0.0,0.8266666666666667,0.8266666666666667,0.0,0.0,
740.0,24.63,442.0,0.0,0.0,0.0,0.0,0.0,0.0,
910.0,30.3,62.0,0.0,0.0,0.7466666666666667,0.7466666666666667,0.0,0.0,
763.4407003592449,25.83657816917634,473.8781155469601,7.608121597458878e-08,0.0,0.0,0.0,0.0,0.0,1.0
429.26981859779534,15.173046371411305,1.030028850082491,41.46092429697185,0.9995543826369585,1.0106963937220828,0.9658883092587108,0.19375271311397851,0.3041612949059857,1.0
591.8815237833766,18.813434454159058,3.8822972935635702,1.3159834256116942e-08,0.0,1.0046529146109175,0.9883093718946019,6.1260783282547145e-09,0.0,1.0
740.0,24.63,292.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
700.0,23.3,189.0,0.0,0.0,0.4533333333333333,0.4533333333333333,0.0,0.0,
610.0,20.3,292.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0
60.0,1.97,25.0,25.85039151177128,0.6904761904761905,0.0,0.4761904761904761,3.5807270960332183,10.743781005977638,
185.13780251753062,6.103300700880819,9.968992558327276,0.0,1.4831971598196385e-08,0.2824081626589342,0.22149948704135852,1.0843286098497215e-07,0.0,0.0
